Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-07-20,41.46,42.55,39.8,40.47,52286509.0,0.0,1.0,41.46,42.55,39.8,40.47,52286509.0
2015-07-21,41.08,41.11,39.12,39.35,32954573.0,0.0,1.0,41.08,41.11,39.12,39.35,32954573.0
2015-07-22,39.35,39.7178,38.1,38.39,25380859.0,0.0,1.0,39.35,39.7178,38.1,38.39,25380859.0
2015-07-23,38.74,38.75,36.93,37.01,19250154.0,0.0,1.0,38.74,38.75,36.93,37.01,19250154.0
2015-07-24,37.71,38.0,36.91,37.0,14274305.0,0.0,1.0,37.71,38.0,36.91,37.0,14274305.0
2015-07-27,36.78,37.38,36.22,36.39,16179913.0,0.0,1.0,36.78,37.38,36.22,36.39,16179913.0
2015-07-28,37.19,38.0,36.8296,37.6,18986016.0,0.0,1.0,37.19,38.0,36.8296,37.6,18986016.0
2015-07-29,38.03,38.1,37.62,37.95,11788439.0,0.0,1.0,38.03,38.1,37.62,37.95,11788439.0
2015-07-30,38.04,39.01,37.715,38.45,13845091.0,0.0,1.0,38.04,39.01,37.715,38.45,13845091.0
2015-07-31,39.14,39.2,38.2199,38.7,12480580.0,0.0,1.0,39.14,39.2,38.2199,38.7,12480580.0
2015-08-03,39.25,39.88,38.9,39.39,15126574.0,0.0,1.0,39.25,39.88,38.9,39.39,15126574.0
2015-08-04,39.91,39.91,38.43,38.95,10992217.0,0.0,1.0,39.91,39.91,38.43,38.95,10992217.0
2015-08-05,39.7,39.88,39.17,39.27,9349565.0,0.0,1.0,39.7,39.88,39.17,39.27,9349565.0
2015-08-06,39.63,39.74,38.55,38.85,7324116.0,0.0,1.0,39.63,39.74,38.55,38.85,7324116.0
2015-08-07,39.04,39.23,38.6,39.13,8331310.0,0.0,1.0,39.04,39.23,38.6,39.13,8331310.0
2015-08-10,39.43,39.69,38.7701,39.05,7998929.0,0.0,1.0,39.43,39.69,38.7701,39.05,7998929.0
2015-08-11,38.93,39.28,38.72,38.85,8184004.0,0.0,1.0,38.93,39.28,38.72,38.85,8184004.0
2015-08-12,38.55,38.58,37.01,38.19,21366670.0,0.0,1.0,38.55,38.58,37.01,38.19,21366670.0
2015-08-13,38.4,38.49,37.44,37.62,7863525.0,0.0,1.0,38.4,38.49,37.44,37.62,7863525.0
2015-08-14,37.49,38.18,37.38,38.14,6271143.0,0.0,1.0,37.49,38.18,37.38,38.14,6271143.0
2015-08-17,38.3,38.75,37.7,38.73,4931711.0,0.0,1.0,38.3,38.75,37.7,38.73,4931711.0
2015-08-18,39.0,39.0,37.87,37.99,4678847.0,0.0,1.0,39.0,39.0,37.87,37.99,4678847.0
2015-08-19,37.87,38.1,37.03,37.19,6923402.0,0.0,1.0,37.87,38.1,37.03,37.19,6923402.0
2015-08-20,36.85,37.34,35.88,35.98,10645667.0,0.0,1.0,36.85,37.34,35.88,35.98,10645667.0
2015-08-21,35.57,36.11,33.83,34.25,16824144.0,0.0,1.0,35.57,36.11,33.83,34.25,16824144.0
2015-08-24,31.17,34.85,30.0,33.75,19676580.0,0.0,1.0,31.17,34.85,30.0,33.75,19676580.0
2015-08-25,35.44,35.46,32.7,32.7,15557082.0,0.0,1.0,35.44,35.46,32.7,32.7,15557082.0
2015-08-26,33.7,33.84,31.71,33.17,25350364.0,0.0,1.0,33.7,33.84,31.71,33.17,25350364.0
2015-08-27,34.0,34.77,33.16,34.62,18909574.0,0.0,1.0,34.0,34.77,33.16,34.62,18909574.0
2015-08-28,34.51,35.26,34.37,35.04,8344820.0,0.0,1.0,34.51,35.26,34.37,35.04,8344820.0
2015-08-31,35.49,35.51,34.77,35.0,12123766.0,0.0,1.0,35.49,35.51,34.77,35.0,12123766.0
2015-09-01,34.24,34.68,33.41,33.77,13375959.0,0.0,1.0,34.24,34.68,33.41,33.77,13375959.0
2015-09-02,34.6,35.08,33.835,35.07,7521045.0,0.0,1.0,34.6,35.08,33.835,35.07,7521045.0
2015-09-03,35.01,35.46,34.77,35.31,6683814.0,0.0,1.0,35.01,35.46,34.77,35.31,6683814.0
2015-09-04,34.71,34.72,33.78,34.29,7483792.0,0.0,1.0,34.71,34.72,33.78,34.29,7483792.0
2015-09-08,34.81,34.89,34.25,34.7,7674452.0,0.0,1.0,34.81,34.89,34.25,34.7,7674452.0
2015-09-09,34.92,34.95,33.88,34.37,10946887.0,0.0,1.0,34.92,34.95,33.88,34.37,10946887.0
