favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
718,Twitter Web Client,"""The promise of #Tomorrowland is that the future is what we make of it.""
https://t.co/HZ6rSRMXRP",,False,Thu Apr 09 16:18:14 +0000 2015,354,586201463237451776
1474,Sprinklr,♫ Nobody else but you is crazy enough to believe we'll come through. ♫ http://t.co/04knjjMuKP,,False,Wed Sep 30 17:00:07 +0000 2015,597,649267493408768000
945,Twitter Web Client,Oliver's got food on the brain. #OliverAndCompany http://t.co/s0pIkNe7Lb,,False,Wed Sep 24 20:20:57 +0000 2014,353,514872134007803904
8,Twitter,...Introducing an Experimental Prototype Community of Tomorrow http://yfrog.com/cbdoe0j,,False,Thu Dec 09 23:03:06 +0000 2010,10,13005748187430913
459,Twitter,"""A true hero isn't measured by the size of his strength, but by the strength of his heart."" - Zeus in #Hercules",,False,Tue May 31 01:13:08 +0000 2011,2037,75369186217562112
1245,Twitter Media Studio,"Heihei rocks. 🐔 See #Moana, in theatres now. https://t.co/k3446o4tVT",,False,Fri Nov 25 15:00:03 +0000 2016,383,802164956137304065
1132,Sprinklr,Where would these Princesses be without their best friends? http://t.co/xK4VRTvVxC http://t.co/lP6yMuCsnl,,False,Sat Jun 28 17:00:09 +0000 2014,452,482931468591964160
959,Twitter Web Client,"♫ If your heart is in your dream, no request is too extreme. When you wish upon a star, as dreamers do. ♫ http://t.co/titqWeIH5m",,False,Sat Dec 28 17:33:04 +0000 2013,875,416985160014241793
1916,Twitter Media Studio,Larger than life! See this painting of #Moana and Maui in action. https://t.co/Ujkt9DD4Mw,,False,Sat Dec 03 01:00:03 +0000 2016,524,804852665070927872
4530,Sprinklr,Today's the cat's meow. https://t.co/cK9yCwveCl,,False,Thu Dec 24 18:00:03 +0000 2015,2334,680085541342298114
4227,Sprinklr,Family's worth fighting for. http://t.co/P0ZO3tkItH,,False,Sat Apr 05 20:59:36 +0000 2014,2855,452551150123106304
357,Sprinklr,"Get ready, get set, go! #Autopia http://t.co/EsAN3ucwUT",,False,Wed Apr 23 22:51:29 +0000 2014,147,459102288356081664
642,Twitter for iPhone,Kristen Bell's no sloth on the #Zootopia red carpet. https://t.co/v3hLqWmYe2,,False,Thu Feb 18 02:46:28 +0000 2016,112,700149353218838530
54,Twitter Web Client,Disney Interactive is ready to take guests to infinity (and beyond) at the #D23Expo.,,False,Sun Aug 11 18:51:37 +0000 2013,41,366633017613094913
1177,Sprinklr,A-N-D-Y spells friend. http://t.co/WXPNdh6Gtd,,False,Thu Jul 31 21:00:11 +0000 2014,573,494950674996928512
105,Twitter,Never lose your childlike wonder. http://di.sn/1l,,False,Wed May 04 15:12:17 +0000 2011,521,65795891939917824
941,Twitter for iPhone,"""Today, Johnny Depp becomes a Disney Legend."" —Bob Iger #DisneyLegends #D23EXPO",,False,Fri Aug 14 19:03:45 +0000 2015,378,632266376506281984
365,Twitter Web Client,♫ Life’s a happy song when there’s someone by your side to sing along! ♪ #Muppets,,False,Tue Jul 23 17:39:18 +0000 2013,802,359729448125345792
477,Sprinklr,Find inspiration all around you from doorknobs to clocks to everything between: http://t.co/tjf7II2eEm http://t.co/d9SaP8VNlu,,False,Mon Aug 04 23:00:05 +0000 2014,179,496430401259200513
1670,Sprinklr,"♫ When he smiled, the girls went wild with oohs and aahs. ♫ https://t.co/MABIghfwqV",,False,Tue Jan 12 05:00:02 +0000 2016,522,686774616967245826
2304,Sprinklr,♫ Life can be so much more! ♫ http://t.co/uMQ9dcTQtH,,False,Tue Feb 10 21:00:04 +0000 2015,1187,565253892808900608
