,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,twitter,avg_sentiment,total_tweets,total_retweets,total_favorites,change
11,2006-10-17,420.3,423.75,416.702,420.64,10411500.0,0.0,1.0,210.80072163325286,212.53106303138452,208.99615109688256,210.97124803190928,10411500.0,,0.0,0.0,0.0,0.0,-1.1100000000000136
12,2006-10-18,422.995,424.75,417.5,419.31,12022500.0,0.0,1.0,212.15239411672093,213.03261126272702,209.3963865854939,210.30418888422375,12022500.0,,0.0,0.0,0.0,0.0,-1.329999999999984
13,2006-10-19,420.23,454.91,419.57,426.06,22983900.0,0.0,1.0,210.7656132570589,228.15930592001683,210.43459142437283,213.68963944578567,22983900.0,,0.0,0.0,0.0,0.0,6.75
14,2006-10-20,458.99,460.1,453.59,459.67,23272500.0,0.0,1.0,230.2056227038942,230.7623412406844,227.4972622546447,230.5466755012071,23272500.0,,0.0,0.0,0.0,0.0,33.610000000000014
15,2006-10-23,462.28,484.64,460.37,480.78,30178700.0,0.0,1.0,231.855716385011,243.07033483782934,230.89775926314687,241.1343586648473,30178700.0,,0.0,0.0,0.0,0.0,21.109999999999957
16,2006-10-24,476.28,477.86,471.41,473.31,17303000.0,0.0,1.0,238.877391623806,239.6698378293272,236.4348517371681,237.38779337671883,17303000.0,,0.0,0.0,0.0,0.0,-7.46999999999997
17,2006-10-25,477.49,488.5,475.11,486.601,18356600.0,0.0,1.0,239.48426498373044,245.00631101081137,238.2905801931353,244.053870919492,18356600.0,,0.0,0.0,0.0,0.0,13.290999999999997
18,2006-10-26,487.68,491.96,484.2,485.1,14049300.0,0.0,1.0,244.59504146111053,246.7416678912564,242.84965361603858,243.30104702424686,14049300.0,,0.0,0.0,0.0,0.0,-1.5009999999999764
19,2006-10-27,483.901,485.24,472.49,475.2,13194700.0,0.0,1.0,242.69969069486726,243.37126377663483,236.976523827018,238.3357195339561,13194700.0,,0.0,0.0,0.0,0.0,-9.900000000000034
20,2006-10-30,474.82,480.46,470.01,476.57,13113000.0,0.0,1.0,238.145131206046,240.97386323081767,235.73268421328854,239.02284061089532,13113000.0,,0.0,0.0,0.0,0.0,1.3700000000000045
21,2006-10-31,478.06,482.16,473.84,476.39,12558200.0,0.0,1.0,239.7701474755957,241.82649522409997,237.65361393933034,238.9325619292537,12558200.0,,0.0,0.0,0.0,0.0,-0.18000000000000682
22,2006-11-01,478.755,479.13,465.26,467.5,10841700.0,0.0,1.0,240.11872349637872,240.30680408313214,233.3503301144117,234.47379815261885,10841700.0,,0.0,0.0,0.0,0.0,-8.889999999999986
23,2006-11-02,467.5,473.73,466.38,469.91,10462900.0,0.0,1.0,234.47379815261885,237.59844363388262,233.9120641335153,235.68252939015431,10462900.0,,0.0,0.0,0.0,0.0,2.410000000000025
24,2006-11-03,472.23,473.75,465.0615,471.798,9805500.0,0.0,1.0,236.8461212868689,237.60847459850947,233.2507727904902,236.6294524509289,9805500.0,,0.0,0.0,0.0,0.0,1.8879999999999768
25,2006-11-06,473.77,479.66,472.33,476.95,9973000.0,0.0,1.0,237.61850556313638,240.57262464574367,236.89627611000316,239.2134289388055,9973000.0,,0.0,0.0,0.0,0.0,5.151999999999987
26,2006-11-07,476.955,479.02,471.77,472.57,9784400.0,0.0,1.0,239.2159366799622,240.25163377768448,236.61540910045133,237.01664768552536,9784400.0,,0.0,0.0,0.0,0.0,-4.3799999999999955
27,2006-11-08,470.35,481.74,468.6,475.0,15914000.0,0.0,1.0,235.903210611945,241.61584496693612,235.02550120709563,238.2354098876876,15914000.0,,0.0,0.0,0.0,0.0,2.430000000000007
28,2006-11-09,476.5,479.49,471.86,472.63,9748600.0,0.0,1.0,238.98773223470138,240.48736144641543,236.66054844127217,237.0467405794059,9748600.0,,0.0,0.0,0.0,0.0,-2.3700000000000045
29,2006-11-10,473.78,474.72,470.29,473.55,5587800.0,0.0,1.0,237.62352104544976,238.0949763829117,235.87311771806446,237.50816495224097,5587800.0,,0.0,0.0,0.0,0.0,0.9200000000000159
30,2006-11-13,474.9,481.17,474.14,481.03,8675100.0,0.0,1.0,238.1852550645534,241.3299624750709,237.80407840873303,241.25974572268288,8675100.0,,0.0,0.0,0.0,0.0,7.479999999999961
31,2006-11-14,480.7,489.95,480.5,489.3,14432300.0,0.0,1.0,241.09423480633987,245.733555946258,240.99392516007137,245.4075495958854,14432300.0,,0.0,0.0,0.0,0.0,8.270000000000039
32,2006-11-15,493.43,499.85,491.93,491.93,16724600.0,0.0,1.0,247.47894379132993,250.69888343654875,246.72662144431615,246.72662144431615,16724600.0,,0.0,0.0,0.0,0.0,2.6299999999999955
33,2006-11-16,495.0,497.68,492.56,495.9,10175000.0,0.0,1.0,248.26637451453763,249.61052377453552,247.04259683006194,248.71776792274585,10175000.0,,0.0,0.0,0.0,0.0,3.9699999999999704
34,2006-11-17,493.25,499.66,493.0,498.79,11010900.0,0.0,1.0,247.38866510968828,250.6035892725937,247.2632780518526,250.16724231132568,11010900.0,,0.0,0.0,0.0,0.0,2.890000000000043
35,2006-11-20,498.4,498.4,492.65,495.05,10238700.0,0.0,1.0,249.9716385011021,249.9716385011021,247.08773617088275,248.2914519261048,10238700.0,,0.0,0.0,0.0,0.0,-3.740000000000009
36,2006-11-21,496.54,510.0,495.83,509.65,16838100.0,0.0,1.0,249.0387587908051,255.78959798467514,248.6826595465519,255.61405610370525,16838100.0,,0.0,0.0,0.0,0.0,14.599999999999966
37,2006-11-22,510.97,513.0,505.78,508.01,8992300.0,0.0,1.0,256.2760997690773,257.29424267870263,253.67306444840978,254.79151700430359,8992300.0,,0.0,0.0,0.0,0.0,-1.6399999999999864
38,2006-11-24,504.5,507.5,504.0,505.0,3461900.0,0.0,1.0,253.03108271229138,254.5357274063189,252.78030859662013,253.2818568279626,3461900.0,,0.0,0.0,0.0,0.0,-3.009999999999991
39,2006-11-27,501.37,501.78,484.75,484.75,14634700.0,0.0,1.0,251.46123674818932,251.66687152303973,243.12550514327702,243.12550514327702,14634700.0,,0.0,0.0,0.0,0.0,-20.25
40,2006-11-28,481.13,489.86,477.03,489.5,15579600.0,0.0,1.0,241.3099005458172,245.6884166054372,239.2535527973129,245.5078592421539,15579600.0,,0.0,0.0,0.0,0.0,4.75
41,2006-11-29,494.24,494.74,482.25,484.65,12617900.0,0.0,1.0,247.8851978587173,248.13597197438858,241.87163456492078,243.07535032014275,12617900.0,,0.0,0.0,0.0,0.0,-4.850000000000023
42,2006-11-30,484.19,490.4,481.55,484.81,11143800.0,0.0,1.0,242.8446381337252,245.9592526503621,241.520550802981,243.15559803715755,11143800.0,,0.0,0.0,0.0,0.0,0.160000000000025
43,2006-12-01,485.98,488.39,478.5,480.8,11251500.0,0.0,1.0,243.74240946782828,244.95114070536368,239.9908286973864,241.14438962947412,11251500.0,,0.0,0.0,0.0,0.0,-4.009999999999991
44,2006-12-04,483.0,487.43,479.35,484.85,9790000.0,0.0,1.0,242.24779573842758,244.4696544032749,240.41714469402748,243.17565996641127,9790000.0,,0.0,0.0,0.0,0.0,4.050000000000011
45,2006-12-05,487.4,489.44,484.89,487.0,8197700.0,0.0,1.0,244.4546079563346,245.47776634827326,243.1957218956649,244.2539886637976,8197700.0,,0.0,0.0,0.0,0.0,2.1499999999999773
46,2006-12-06,486.96,492.4,484.52,488.71,8891600.0,0.0,1.0,244.23392673454396,246.9623491130471,243.01014905006818,245.11163613939328,8891600.0,,0.0,0.0,0.0,0.0,1.7099999999999795
47,2006-12-07,490.23,491.8,482.42,482.64,9319200.0,0.0,1.0,245.8739894510339,246.66142017424164,241.956897764249,242.0672383751443,9319200.0,,0.0,0.0,0.0,0.0,-6.069999999999993
48,2006-12-08,481.94,488.6,480.0,484.11,7941800.0,0.0,1.0,241.71615461320457,245.05646583394562,240.7431510444001,242.80451427521783,7941800.0,,0.0,0.0,0.0,0.0,1.4700000000000273
49,2006-12-11,484.92,488.9,483.8,483.93,6520200.0,0.0,1.0,243.21076834260523,245.2069303033484,242.64903432350164,242.71423559357612,6520200.0,,0.0,0.0,0.0,0.0,-0.18000000000000682
50,2006-12-12,483.85,486.36,480.28,481.78,8353600.0,0.0,1.0,242.67411173506875,243.93299779573846,240.883584549176,241.63590689618977,8353600.0,,0.0,0.0,0.0,0.0,-2.150000000000034
51,2006-12-13,484.69,485.5,477.02,478.99,9314800.0,0.0,1.0,243.09541224939645,243.50166631678385,239.24853731499942,240.23658733074416,9314800.0,,0.0,0.0,0.0,0.0,-2.7899999999999636
52,2006-12-14,480.25,483.75,477.26,482.12,9488300.0,0.0,1.0,240.86853810223576,242.6239569119345,239.3689088905217,241.80643329484627,9488300.0,,0.0,0.0,0.0,0.0,3.1299999999999955
53,2006-12-15,482.635,484.11,479.84,480.3,10371200.0,0.0,1.0,242.06473063398758,242.80451427521783,240.6629033273853,240.89361551380287,10371200.0,,0.0,0.0,0.0,0.0,-1.8199999999999932
54,2006-12-18,482.505,482.74,460.72,462.8,16017100.0,0.0,1.0,241.99952936391307,242.1173931982786,231.07330114411675,232.11652146530915,16017100.0,,0.0,0.0,0.0,0.0,-17.5
55,2006-12-19,461.72,469.31,458.5,468.63,13160800.0,0.0,1.0,231.57484937545917,235.3816004513488,229.9598640705364,235.04054765403592,13160800.0,,0.0,0.0,0.0,0.0,5.829999999999984
56,2006-12-20,470.0,471.5,462.33,462.9,8726800.0,0.0,1.0,235.72766873097515,236.4799910779889,231.88079379657813,232.16667628844337,8726800.0,,0.0,0.0,0.0,0.0,-5.730000000000018
57,2006-12-21,464.185,465.25,452.3405,456.2,13892600.0,0.0,1.0,232.8111657657185,233.34531463209822,226.87057773958225,228.8063031384486,13892600.0,,0.0,0.0,0.0,0.0,-6.699999999999989
58,2006-12-22,457.5,458.64,452.73,455.58,7968600.0,0.0,1.0,229.45831583919383,230.0300808229243,227.06593077569016,228.49534323501626,7968600.0,,0.0,0.0,0.0,0.0,-0.6200000000000045
59,2006-12-26,456.52,459.47,454.59,457.53,4144400.0,0.0,1.0,228.96679857247818,230.44636585493862,227.9988104859872,229.47336228613412,4144400.0,,0.0,0.0,0.0,0.0,1.9499999999999886
60,2006-12-27,460.0,468.08,459.1,468.03,8454500.0,0.0,1.0,230.71218641755013,234.76469612679747,230.26079300934188,234.73961871523042,8454500.0,,0.0,0.0,0.0,0.0,10.5
61,2006-12-28,467.12,468.58,462.25,462.56,6226100.0,0.0,1.0,234.28320982470873,235.01547024246875,231.84066993807076,231.99614988978686,6226100.0,,0.0,0.0,0.0,0.0,-5.46999999999997
62,2006-12-29,462.1,464.47,459.86,460.48,5113200.0,0.0,1.0,231.76543770336937,232.95410701165108,230.64196966516215,230.9529295685945,5113200.0,,0.0,0.0,0.0,0.0,-2.079999999999984
63,2007-01-03,466.0,476.66,461.11,467.59,15397500.0,0.0,1.0,233.72147580560508,239.06797995171615,231.26890495434031,234.51893749343967,15397500.0,,0.0,0.0,0.0,0.0,7.109999999999957
64,2007-01-04,469.0,483.95,468.35,483.26,15759400.0,0.0,1.0,235.2261204996326,242.724266558203,234.90011414926,242.37819827857663,15759400.0,,0.0,0.0,0.0,0.0,15.670000000000016
65,2007-01-05,482.5,487.5,478.11,487.19,13730400.0,0.0,1.0,241.99702162275642,244.50476277946888,239.79522488716282,244.3492828277527,13730400.0,,0.0,0.0,0.0,0.0,3.930000000000007
66,2007-01-08,487.69,489.87,482.2,483.58,9499200.0,0.0,1.0,244.600056943424,245.69343208775058,241.8465571533536,242.53869371260623,9499200.0,,0.0,0.0,0.0,0.0,-3.6100000000000136
67,2007-01-09,485.45,488.25,481.2,485.5,10752000.0,0.0,1.0,243.47658890521674,244.88092395297576,241.34500892201112,243.50166631678385,10752000.0,,0.0,0.0,0.0,0.0,1.920000000000016
68,2007-01-10,484.43,493.55,482.04,489.46,11925000.0,0.0,1.0,242.9650097092474,247.539129579091,241.76630943633884,245.48779731290017,11925000.0,,0.0,0.0,0.0,0.0,3.9599999999999795
69,2007-01-11,497.2,501.75,496.18,499.72,14401900.0,0.0,1.0,249.36978062349112,251.6518250760995,248.85820142752175,250.63368216647427,14401900.0,,0.0,0.0,0.0,0.0,10.260000000000048
70,2007-01-12,501.99,505.0,500.0,505.0,8938400.0,0.0,1.0,251.7721966516217,253.2818568279626,250.77411567125012,253.2818568279626,8938400.0,,0.0,0.0,0.0,0.0,5.279999999999973
71,2007-01-16,507.55,513.0,503.3,504.28,15122600.0,0.0,1.0,254.560804817886,257.29424267870263,252.4292248346804,252.92074210139603,15122600.0,,0.0,0.0,0.0,0.0,-0.7200000000000273
72,2007-01-17,503.395,507.77,494.38,497.28,13384800.0,0.0,1.0,252.4768719166579,254.67114542878136,247.95541461110528,249.4099044819985,13384800.0,,0.0,0.0,0.0,0.0,-7.0
73,2007-01-18,494.52,496.48,487.43,487.83,11852100.0,0.0,1.0,248.02563136349323,249.00866589692453,244.4696544032749,244.67027369581191,11852100.0,,0.0,0.0,0.0,0.0,-9.449999999999989
74,2007-01-19,487.98,490.76,486.74,489.75,9946600.0,0.0,1.0,244.74550593051327,246.13981001364544,244.12358612364858,245.6332462999895,9946600.0,,0.0,0.0,0.0,0.0,1.920000000000016
75,2007-01-22,492.5,492.65,478.5,480.84,10797700.0,0.0,1.0,247.01250393618142,247.08773617088275,239.9908286973864,241.16445155872785,10797700.0,,0.0,0.0,0.0,0.0,-8.910000000000025
76,2007-01-23,480.79,484.75,477.29,479.05,9321600.0,0.0,1.0,241.13937414716068,243.12550514327702,239.383955337462,240.26668022462482,9321600.0,,0.0,0.0,0.0,0.0,-1.7899999999999636
77,2007-01-24,484.445,499.54,483.29,499.07,12106400.0,0.0,1.0,242.97253293271754,250.54340348483262,242.3932447255169,250.3076758161016,12106400.0,,0.0,0.0,0.0,0.0,20.019999999999982
78,2007-01-25,501.0,504.5,485.66,488.09,12724200.0,0.0,1.0,251.2756639025926,253.03108271229138,243.58191403379868,244.80067623596094,12724200.0,,0.0,0.0,0.0,0.0,-10.980000000000018
79,2007-01-26,490.93,497.9,487.03,495.84,10982000.0,0.0,1.0,246.22507321297363,249.72086438543087,244.26903511073792,248.68767502886533,10982000.0,,0.0,0.0,0.0,0.0,7.75
80,2007-01-29,498.0,498.75,490.5,492.47,9541800.0,0.0,1.0,249.77101920856515,250.14718038207198,246.0094074734964,246.99745748924113,9541800.0,,0.0,0.0,0.0,0.0,-3.3699999999999477
81,2007-01-30,494.0,498.0,491.22,494.32,8352600.0,0.0,1.0,247.76482628319516,249.77101920856515,246.37052220006302,247.92532171722473,8352600.0,,0.0,0.0,0.0,0.0,1.849999999999966
82,2007-01-31,496.49,505.0,495.51,501.5,24387700.0,0.0,1.0,249.01368137923802,253.2818568279626,248.52216411252232,251.5264380182639,24387700.0,,0.0,0.0,0.0,0.0,7.180000000000007
83,2007-02-01,506.0,506.01,481.53,481.75,31286000.0,0.0,1.0,253.78340505930512,253.78842054161856,241.5105198383541,241.6208604492495,31286000.0,,0.0,0.0,0.0,0.0,-19.75
84,2007-02-02,482.61,485.0,477.81,481.5,12560400.0,0.0,1.0,242.05219192820405,243.25089220111263,239.64476041776004,241.49547339141387,12560400.0,,0.0,0.0,0.0,0.0,-0.25
85,2007-02-05,477.5,478.0,466.19,467.16,14399300.0,0.0,1.0,239.48928046604388,239.74005458171516,233.8167699695602,234.30327175396243,14399300.0,,0.0,0.0,0.0,0.0,-14.339999999999975
86,2007-02-06,468.1,473.3,467.26,471.48,10633100.0,0.0,1.0,234.7747270914244,237.3827778944054,234.35342657709663,236.46996011336202,10633100.0,,0.0,0.0,0.0,0.0,4.319999999999993
87,2007-02-07,473.82,474.35,468.78,470.01,8231300.0,0.0,1.0,237.64358297470343,237.909403537315,235.11577988873725,235.73268421328854,8231300.0,,0.0,0.0,0.0,0.0,-1.4700000000000273
88,2007-02-08,468.05,473.75,465.15,471.03,8145200.0,0.0,1.0,234.74964967985724,237.60847459850947,233.295159808964,236.24426340925788,8145200.0,,0.0,0.0,0.0,0.0,1.0199999999999818
89,2007-02-09,471.65,472.68,461.5,461.89,9707400.0,0.0,1.0,236.55522331269023,237.07181799097302,231.46450876456387,231.66011257478743,9707400.0,,0.0,0.0,0.0,0.0,-9.139999999999986
90,2007-02-12,460.68,462.39,455.02,458.29,11497400.0,0.0,1.0,231.05323921486303,231.91088669045868,228.21447622546447,229.85453894195442,11497400.0,,0.0,0.0,0.0,0.0,-3.599999999999966
91,2007-02-13,459.155,462.78,457.26,459.1,8117000.0,0.0,1.0,230.2883781620657,232.1064905006823,229.3379442636717,230.26079300934188,8117000.0,,0.0,0.0,0.0,0.0,0.8100000000000023
92,2007-02-14,460.0,469.13,459.22,465.93,11386200.0,0.0,1.0,230.71218641755013,235.29132176970714,230.32097879710295,233.68636742941118,11386200.0,,0.0,0.0,0.0,0.0,6.829999999999984
93,2007-02-15,466.0,466.13,460.72,461.47,8076700.0,0.0,1.0,233.72147580560508,233.78667707567962,231.07330114411675,231.44946231762358,8076700.0,,0.0,0.0,0.0,0.0,-4.4599999999999795
94,2007-02-16,462.8,470.15,462.06,469.94,12341600.0,0.0,1.0,232.11652146530915,235.80290096567646,231.74537577411567,235.69757583709458,12341600.0,,0.0,0.0,0.0,0.0,8.46999999999997
95,2007-02-20,468.47,472.75,464.71,472.1,8127000.0,0.0,1.0,234.96029993702115,237.106926367167,233.07447858717327,236.7809200167944,8127000.0,,0.0,0.0,0.0,0.0,2.160000000000025
96,2007-02-21,469.84,478.68,467.74,475.86,11269900.0,0.0,1.0,235.6474210139603,240.08110737902803,234.5941697281411,238.66674136664216,11269900.0,,0.0,0.0,0.0,0.0,3.759999999999991
97,2007-02-22,478.69,484.24,474.39,475.85,11476300.0,0.0,1.0,240.08612286134144,242.86971554529237,237.92946546656867,238.6617258843288,11476300.0,,0.0,0.0,0.0,0.0,-0.009999999999990905
98,2007-02-23,475.75,476.95,467.8,470.62,7757400.0,0.0,1.0,238.6115710611945,239.2134289388055,234.62426262202163,236.03862863440747,7757400.0,,0.0,0.0,0.0,0.0,-5.230000000000018
99,2007-02-26,472.83,475.25,463.75,464.93,7931800.0,0.0,1.0,237.1470502256744,238.36079694552325,232.5929922850845,233.18481919806862,7931800.0,,0.0,0.0,0.0,0.0,-5.689999999999998
100,2007-02-27,455.0,459.8,447.17,448.77,18606900.0,0.0,1.0,228.2044452608376,230.61187677128163,224.27732260942585,225.07979977957385,18606900.0,,0.0,0.0,0.0,0.0,-16.160000000000025
101,2007-02-28,450.41,453.67,443.04,449.45,16048500.0,0.0,1.0,225.90233887897557,227.53738611315208,222.20592841398133,225.42085257688674,16048500.0,,0.0,0.0,0.0,0.0,0.6800000000000068
102,2007-03-01,442.67,452.42,440.0,448.23,17353000.0,0.0,1.0,222.0203555683846,226.910450823974,220.6812217907001,224.8089637346489,17353000.0,,0.0,0.0,0.0,0.0,-1.2199999999999704
103,2007-03-02,445.11,448.7,438.68,438.68,13154000.0,0.0,1.0,223.2441332528603,225.04469140337986,220.01917812532798,220.01917812532798,13154000.0,,0.0,0.0,0.0,0.0,-9.550000000000011
104,2007-03-05,437.02,445.5,437.0,440.945,12697400.0,0.0,1.0,219.18660806129947,223.43973706308387,219.17657709667262,221.15518486931882,12697400.0,,0.0,0.0,0.0,0.0,2.2649999999999864
105,2007-03-06,447.47,459.0,447.38,457.55,15052300.0,0.0,1.0,224.42778707882857,230.21063818620763,224.38264773800773,229.483393250761,15052300.0,,0.0,0.0,0.0,0.0,16.605000000000018
106,2007-03-07,462.69,463.14,454.29,455.64,13055100.0,0.0,1.0,232.06135115986146,232.2870478639656,227.8483460165845,228.5254361288968,13055100.0,,0.0,0.0,0.0,0.0,-1.910000000000025
107,2007-03-08,459.22,465.5,454.1,454.72,10714800.0,0.0,1.0,230.32097879710295,233.47070168993386,227.75305185262937,228.06401175606172,10714800.0,,0.0,0.0,0.0,0.0,-0.9199999999999591
108,2007-03-09,458.0,458.4,450.1,452.96,9945400.0,0.0,1.0,229.7090899548651,229.90970924740208,225.74685892725938,227.1812868688989,9945400.0,,0.0,0.0,0.0,0.0,-1.7600000000000477
109,2007-03-12,452.57,455.25,451.11,454.75,6923800.0,0.0,1.0,226.9856830586753,228.32983231867325,226.2534226409153,228.079058203002,6923800.0,,0.0,0.0,0.0,0.0,1.7900000000000205
110,2007-03-13,450.11,451.93,442.83,443.03,12741800.0,0.0,1.0,225.75187440957282,226.6646921906161,222.1006032853994,222.2009129316679,12741800.0,,0.0,0.0,0.0,0.0,-11.720000000000027
111,2007-03-14,443.23,448.66,439.0,448.0,16017700.0,0.0,1.0,222.30122257793641,225.02462947412621,220.1796735593576,224.69360764144008,16017700.0,,0.0,0.0,0.0,0.0,4.970000000000027
112,2007-03-15,447.86,449.82199999999995,443.94,446.19,7880500.0,0.0,1.0,224.62339088905216,225.60742851894616,222.6573218221896,223.78580534271015,7880500.0,,0.0,0.0,0.0,0.0,-1.8100000000000023
113,2007-03-16,445.65,446.7,439.89,440.85,11306800.0,0.0,1.0,223.51496929778526,224.0415949406949,220.62605148525242,221.10753778734124,11306800.0,,0.0,0.0,0.0,0.0,-5.339999999999975
114,2007-03-19,443.25,448.5,440.63,447.23,10385000.0,0.0,1.0,222.31125354256324,224.94438175711136,220.99719717644592,224.3074155033064,10385000.0,,0.0,0.0,0.0,0.0,6.3799999999999955
115,2007-03-20,445.79,447.6,443.6,445.28,6836100.0,0.0,1.0,223.58518605017318,224.49298834890317,222.48679542353312,223.3293964521885,6836100.0,,0.0,0.0,0.0,0.0,-1.9500000000000455
116,2007-03-21,445.3,456.57,445.215,456.55,11585000.0,0.0,1.0,223.33942741681537,228.9918759840453,223.29679581715126,228.9818450194185,11585000.0,,0.0,0.0,0.0,0.0,11.270000000000039
117,2007-03-22,455.61,462.17,452.53,462.04,11350000.0,0.0,1.0,228.51038968195653,231.80054607956336,226.9656211294216,231.73534480948882,11350000.0,,0.0,0.0,0.0,0.0,5.490000000000009
118,2007-03-23,461.45,463.39,457.08,461.83,8214300.0,0.0,1.0,231.43943135299676,232.41243492180118,229.24766558202998,231.63001968090686,8214300.0,,0.0,0.0,0.0,0.0,-0.21000000000003638
119,2007-03-26,460.55,465.0,455.62,465.0,9411100.0,0.0,1.0,230.98803794478852,233.21992757426258,228.51540516427,233.21992757426258,9411100.0,,0.0,0.0,0.0,0.0,3.170000000000016
120,2007-03-27,463.55,465.23,460.34,463.62,7474900.0,0.0,1.0,232.492682638816,233.3352836674714,230.88271281620652,232.52779101501,7474900.0,,0.0,0.0,0.0,0.0,-1.3799999999999955
121,2007-03-28,461.87,465.44,460.15,461.88,9174000.0,0.0,1.0,231.6500816101606,233.4406087960533,230.78741865225152,231.655097092474,9174000.0,,0.0,0.0,0.0,0.0,-1.740000000000009
122,2007-03-29,464.55,466.0,455.0,460.92,7969000.0,0.0,1.0,232.9942308701585,233.72147580560508,228.2044452608376,231.17361079038525,7969000.0,,0.0,0.0,0.0,0.0,-0.9599999999999795
123,2007-03-30,462.1,463.4,456.14,458.16,6753600.0,0.0,1.0,231.76543770336937,232.41745040411462,228.7762102445681,229.78933767187996,6753600.0,,0.0,0.0,0.0,0.0,-2.759999999999991
124,2007-04-02,457.76,458.53,452.12,458.53,6890100.0,0.0,1.0,229.5887183793429,229.97491051747662,226.75998635457125,229.97491051747662,6890100.0,,0.0,0.0,0.0,0.0,0.3699999999999477
125,2007-04-03,464.05,474.25,464.0,472.6,12990500.0,0.0,1.0,232.74345675448726,237.85924871418075,232.71837934292012,237.03169413246562,12990500.0,,0.0,0.0,0.0,0.0,14.07000000000005
126,2007-04-04,472.14,473.0,469.58,471.02,7550000.0,0.0,1.0,236.8009819460481,237.23231342500264,235.51701847381128,236.23924792694447,7550000.0,,0.0,0.0,0.0,0.0,-1.580000000000041
127,2007-04-05,471.3,472.09,469.62,471.51,5426100.0,0.0,1.0,236.3796814317204,236.7759045344809,235.53708040306495,236.48500656030228,5426100.0,,0.0,0.0,0.0,0.0,0.4900000000000091
128,2007-04-09,472.98,473.0,465.59,468.21,6118000.0,0.0,1.0,237.22228246037582,237.23231342500264,233.5158410307547,234.829897396872,6118000.0,,0.0,0.0,0.0,0.0,-3.3000000000000114
129,2007-04-10,467.09,470.79,465.16,466.5,5952600.0,0.0,1.0,234.26816337776845,236.12389183373568,233.30017529127744,233.9722499212764,5952600.0,,0.0,0.0,0.0,0.0,-1.7099999999999795
130,2007-04-11,466.06,469.4,462.61,464.53,7616300.0,0.0,1.0,233.75156869948572,235.4267397921696,232.02122730135412,232.98419990553163,7616300.0,,0.0,0.0,0.0,0.0,-1.9700000000000273
131,2007-04-12,464.0,468.0,462.24,467.39,5410300.0,0.0,1.0,232.71837934292012,234.72457226829013,231.8356544557573,234.41862784717117,5410300.0,,0.0,0.0,0.0,0.0,2.8600000000000136
132,2007-04-13,468.45,468.77,463.36,466.29,5584000.0,0.0,1.0,234.95026897239427,235.11076440642384,232.3973884748609,233.86692479269445,5584000.0,,0.0,0.0,0.0,0.0,-1.099999999999966
133,2007-04-16,468.4566,476.99,468.15,474.27,10145600.0,0.0,1.0,234.9535791907211,239.2334908680592,234.7998045029915,237.8692796788076,10145600.0,,0.0,0.0,0.0,0.0,7.979999999999961
